id,title,authors,year,abstract,doi,url,source_database,venue,language,document_type,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Author Affiliations,Date Added To Xplore,Start Page,End Page,ISBNs,Funding Information,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Document Identifier,apc_list.value,apc_paid.value,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,funders.display_name,fwci,ids.pmid,is_retracted,open_access.is_oa,open_access.oa_status,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,type,include_title_abstract,exclusion_reason,notes
2126,A Survey of Human Action Recognition and Posture Prediction,N. Ma; Z. Wu; Y. -m. Cheung; Y. Guo; Y. Gao; J. Li; B. Jiang,2022.0,"Human action recognition and posture prediction aim to recognize and predict respectively the action and postures of persons in videos. They are both active research topics in computer vision community, which have attracted considerable attention from academia and industry. They are also the precondition for intelligent interaction and human-computer cooperation, and they help the machine perceive the external environment. In the past decade, tremendous progress has been made in the field, especially after the emergence of deep learning technologies. Hence, it is necessary to make a comprehensive review of recent developments. In this paper, firstly, we attempt to present the background, and then discuss research progresses. Secondly, we introduce datasets, various typical feature representation methods, and explore advanced human action recognition and posture prediction algorithms. Finally, facing the challenges in the field, this paper puts forward the research focus, and introduces the importance of action recognition and posture prediction by taking interactive cognition in self-driving vehicle as an example.",10.26599/tst.2021.9010068,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9802874,IEEE,Tsinghua Science and Technology,,,,,,,,TUP,,,,,,,1007-0214,,27,6,,,,,,,,,,,"Beijing Key Laboratory of Information Service Engineering, the College of Robotics, Beijing Union University, Beijing, China; Beijing Key Laboratory of Information Service Engineering, the College of Robotics, Beijing Union University, Beijing, China; Department of Computer Science, Hong Kong Baptist University, Hong Kong, China; Beijing National Research Center for Information Science and Technology, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; College of Robotics, Beijing Union University, Beijing, China; College of Robotics, Beijing Union University, Beijing, China",21 Jun 2022,973,1001,,"National Natural Science Foundation of China(grant numbers:61871038,61931012); ",human action recognition;posture prediction;computer vision;human-computer cooperation;interactive cognition,Deep learning;Support vector machines;Computer vision;Conferences;Cognition;Pattern recognition;Topology,,57.0,,270.0,,21 Jun 2022,December 2022,,TUP Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: deep learning, computer vision, recognition, prediction. Performance/feedback: action recognition."
2131,Learning Match Kernels on Grassmann Manifolds for Action Recognition,L. Zhang; X. Zhen; L. Shao; J. Song,2019.0,"Action recognition has been extensively researched in computer vision due to its potential applications in a broad range of areas. The key to action recognition lies in modeling actions and measuring their similarity, which however poses great challenges. In this paper, we propose learning match kernels between actions on Grassmann manifold for action recognition. Specifically, we propose modeling actions as a linear subspace on the Grassmann manifold; the subspace is a set of convolutional neural network (CNN) feature vectors pooled temporally over frames in semantic video clips, which simultaneously captures local discriminant patterns and temporal dynamics of motion. To measure the similarity between actions, we propose Grassmann match kernels (GMK) based on canonical correlations of linear subspaces to directly match videos for action recognition; GMK is learned in a supervised way via kernel target alignment, which is endowed with a great discriminative ability to distinguish actions from different classes. The proposed approach leverages the strengths of CNNs for feature extraction and kernels for measuring similarity, which accomplishes a general learning framework of match kernels for action recognition. We have conducted extensive experiments on five challenging realistic data sets including Youtube, UCF50, UCF101, Penn action, and HMDB51. The proposed approach achieves high performance and substantially surpasses the state-of-the-art algorithms by large margins, which demonstrates the great effectiveness of proposed approach for action recognition.",10.1109/tip.2018.2866688,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8444452,IEEE,IEEE Transactions on Image Processing,,,,,,,,IEEE,,,,,,,1941-0042,,28,1,,,,,,,,,,,"College of Computer Science, Guangdong University of Petrochemical Technology, Maoming, China; Beihang University, Beijing, CN; Inception Institute of Artificial Intelligence, Abu Dhabi, United Arab Emirates; University of Electronic Science and Technology of China, Chengdu, CN",19 Sep 2018,205,215,,"National Natural Science Foundation of China(grant numbers:61571147,61871016); National Science Foundation of Heilongjiang(grant numbers:F2015027); ",Activity recognition;image motion analysis;machine learning;neural networks,Kernel;Manifolds;Feature extraction;Computational modeling;Image recognition;Computer vision;Semantics,,7.0,,79.0,IEEE,22 Aug 2018,Jan. 2019,,IEEE Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: neural network, cnn, convolutional neural network, computer vision, recognition. Performance/feedback: tempo, action recognition, performance."
2132,Modeling Plate and Spring Reverberation Using A DSP-Informed Deep Neural Network,M. A. Martínez Ramírez; E. Benetos; J. D. Reiss,2020.0,"Plate and spring reverberators are electromechanical systems first used and researched as means to substitute real room reverberation. Currently, they are often used in music production for aesthetic reasons due to their particular sonic characteristics. The modeling of these audio processors and their perceptual qualities is difficult since they use mechanical elements together with analog electronics resulting in an extremely complex response. Based on digital reverberators that use sparse FIR filters, we propose a signal processing-informed deep learning architecture for the modeling of artificial reverberators. We explore the capabilities of deep neural networks to learn such highly nonlinear electromechanical responses and we perform modeling of plate and spring reverberators. In order to measure the performance of the model, we conduct a perceptual evaluation experiment and we also analyze how the given task is accomplished and what the model is actually learning.",10.1109/icassp40776.2020.9053093,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9053093,IEEE,"ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,,,,,,IEEE,,,,,,,2379-190X,,,,,,,,,,,,,,"Centre for Digital Music, Queen Mary University of London, UK; Centre for Digital Music, Queen Mary University of London, UK; Centre for Digital Music, Queen Mary University of London, UK",9 Apr 2020,241,245,978-1-5090-6631-5,,artificial reverberation;audio effects modeling;deep learning;sparse FIR,Deep learning;Analytical models;Finite impulse response filters;Neural networks;Reverberation;Springs;Task analysis,,3.0,1.0,36.0,IEEE,9 Apr 2020,4-8 May 2020,4-8 May 2020,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: deep learning, neural network, neural networks. Performance/feedback: evaluation, performance."
2133,Modality Compensation Network: Cross-Modal Adaptation for Action Recognition,S. Song; J. Liu; Y. Li; Z. Guo,2020.0,"With the prevalence of RGB-D cameras, multi-modal video data have become more available for human action recognition. One main challenge for this task lies in how to effectively leverage their complementary information. In this work, we propose a Modality Compensation Network (MCN) to explore the relationships of different modalities, and boost the representations for human action recognition. We regard RGB/optical flow videos as source modalities, skeletons as auxiliary modality. Our goal is to extract more discriminative features from source modalities, with the help of auxiliary modality. Built on deep Convolutional Neural Networks (CNN) and Long Short Term Memory (LSTM) networks, our model bridges data from source and auxiliary modalities by a modality adaptation block to achieve adaptive representation learning, that the network learns to compensate for the loss of skeletons at test time and even at training time. We explore multiple adaptation schemes to narrow the distance between source and auxiliary modal distributions from different levels, according to the alignment of source and auxiliary data in training. In addition, skeletons are only required in the training phase. Our model is able to improve the recognition performance with source data when testing. Experimental results reveal that MCN outperforms state-of-the-art approaches on four widely-used action recognition benchmarks.",10.1109/tip.2020.2967577,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967215,IEEE,IEEE Transactions on Image Processing,,,,,,,,IEEE,,,,,,,1941-0042,,29,,,,,,,,,,,,"Wangxuan Institute of Computer Technology, Peking University, Beijing, China; Wangxuan Institute of Computer Technology, Peking University, Beijing, China; Wangxuan Institute of Computer Technology, Peking University, Beijing, China; Wangxuan Institute of Computer Technology, Peking University, Beijing, China",3 Feb 2020,3957,3969,,National Natural Science Foundation of China(grant numbers:61772043); Natural Science Foundation of Beijing Municipality(grant numbers:4192025); Microsoft Research Asia (FY19-Research-Sponsorship-115); Peking University; ,Modality compensation;multi-modal;action recognition,Skeleton;Feature extraction;Adaptation models;Training;Task analysis;Three-dimensional displays;Optical imaging,,59.0,,68.0,IEEE,23 Jan 2020,2020,,IEEE Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: neural network, neural networks, cnn, convolutional neural network, lstm, recognition. Performance/feedback: action recognition, adaptive, performance."
2134,Deep Spiking Neural Network Using Spatio-temporal Backpropagation with Variable Resistance,X. Wen; P. Gu; R. Yan; H. Tang,2020.0,"In recent years, the learning of deep spiking neural networks(SNN) has attracted increasing researchers' interest, and has also made important progresses in theories and applications. It is desired to choose a neuron model with biological features and suitable for SNN training. Currently, Leaky Integrate-and-Fire(LIF) model is mainly used in deep SNN and some factors that can express the spatio-temporal information are ignored in the model. In this work, inspired by the Hodgkin-Huxley(H-H) model, we propose an improved LIF neuron model, which is an iterative current-based LIF model with voltage-based variable resistance. The improved neuron model is closer to the characteristics of the biological neuron model, which can make use of the spatio-temporal information. We further construct a new SNN learning algorithm that uses spatio-temporal back propagation by defining a loss function. We evaluated the proposed methods on single-label and multi-label data sets. The experimental results show that the variable resistance of the neuron model will affect the performance of the model. Choosing the appropriate relationship between the variable resistance and the membrane voltage can effectively improve the recognition accuracy.",10.1109/ijcnn48605.2020.9207236,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9207236,IEEE,2020 International Joint Conference on Neural Networks (IJCNN),,,,,,,,IEEE,,,,,,,2161-4407,,,,,,,,,,,,,,"College of Computer Science, Sichuan University, Chengdu, China; College of Computer Science, Sichuan University, Chengdu, China; College of Computer Science, Sichuan University, Chengdu, China; College of Computer Science, Zhejiang University of Technology, Hangzhou, China",28 Sep 2020,1,7,978-1-7281-6926-2,,neuromorphic computing;spatio-temporal;backpropagation;spiking neural network,Biological system modeling;Computational modeling;Immune system;Biological neural networks;Training,,1.0,,38.0,IEEE,28 Sep 2020,19-24 July 2020,19-24 July 2020,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: neural network, neural networks, recognition. Performance/feedback: tempo, accuracy, performance."
2135,EB-LG Module for 3D Point Cloud Classification and Segmentation,J. Chen; Y. Zhang; F. Ma; Z. Tan,2023.0,"Thanks to the development of deep learning technology and computer science, 3D point cloud analysis is becoming a research hotspot. Based on convolution operator, local feature learning is fundamental but far from perfect regarding point cloud analysis task. Actually, when people see a wing-like part (local features), our brain immediately associates it with a plane model (global features), and then we further trust that it's a wing based on the feedback from our brain. Such hidden features between local features and global features are commonly-existed, but ignored by existing methods. To this end, we propose Error feature Back-projection based Local-Global (EB-LG) feature learning module for better representations of point clouds. Specifically, EB-LG module adequately captures the hidden features firstly; and then borrowing from the successful idea of error-feedback mechanism, the learned hidden features will be back-projected to original local features, so that the enhanced local features are obtained. Serving as a plug-and-play, EB-LG module is lightweight and can be easily integrated into existing state-of-the-art networks to boost their performance. Extensive evaluations on both synthetic and real-world 3D point cloud benchmarks demonstrate the effectiveness and the generalization ability of our method.",10.1109/lra.2022.3223558,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9956014,IEEE,IEEE Robotics and Automation Letters,,,,,,,,IEEE,,,,,,,2377-3766,,8,1,,,,,,,,,,,"School of Aeronautics and Astronautics, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China; School of Aeronautics and Astronautics, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China; School of Aeronautics and Astronautics, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China; School of Aeronautics and Astronautics, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China",29 Nov 2022,160,167,,Shenzhen Science and Technology Program(grant numbers:KQTD20190929172704911); ,3D deep learning;plug-and-play;point cloud classification;point cloud segmentation,Point cloud compression;Three-dimensional displays;Convolution;Representation learning;Kernel;Task analysis;Deep learning,,13.0,,48.0,IEEE,21 Nov 2022,Jan. 2023,,IEEE Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: deep learning, classification. Performance/feedback: feedback, evaluation, feedback, performance."
2136,Ubiquitous Multimodality as a Tool in Violin Performance Classification,W. Wilson; N. Granieri; I. Ali-MacLachlan,2023.0,"Through integrated sensors, wearable devices such as fitness trackers and smart-watches provide convenient interfaces by which multimodal time-series data may be recorded. Fostering multimodality in data collection allows for the observation of recorded actions, exercises or performances with consideration towards multiple transpiring aspects. This paper details an exploration of machine-learning based classification upon a dataset of audio-gestural violin recordings, collated through the use of a purpose-built smartwatch application. This interface allowed for the recording of synchronous gestural and audio data, which proved well-suited towards classification by deep neural networks (DNNs). Recordings were segmented into individual bow strokes, these were classified through completion of three tasks: Participant Recognition, Articulation Recognition, and Scale Recognition. Higher participant classification accuracies were observed through the use of lone gestural data, while multi-input deep neural networks (MI-DNNs) achieved varying increases in accuracy during completion of the latter two tasks, through concatenation of separate audio and gestural subnetworks. Across tasks and across network architectures, test-classification accuracies ranged between 63.83% and 99.67%. Articulation Recognition accuracies were consistently high, averaging 99.37%.",10.1109/ieeeconf59510.2023.10335435,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10335435,IEEE,2023 4th International Symposium on the Internet of Sounds,,,,,,,,IEEE,,,,,,,,,,,,,,,,,,,,,"SoMA Group DMT Lab, Birmingham City University, Birmingham, United Kingdom; Otorhinolaryngology and Audiology, Institute for Maternal and Child Health IRCCS ""Burlo Garofolo"", Trieste, Italy; SoMA Group DMT Lab, Birmingham City University, Birmingham, United Kingdom",4 Dec 2023,1,8,979-8-3503-8254-9,Birmingham City University; ,datasets;neural networks;gestural analysis;computational musicology;violin;IMU sensors,Performance evaluation;Wearable Health Monitoring Systems;Music;Artificial neural networks;Computer architecture;Network architecture;Mobile handsets,,,,30.0,IEEE,4 Dec 2023,26-27 Oct. 2023,26-27 Oct. 2023,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: neural network, neural networks, classification, recognition. Performance/feedback: accuracy, performance."
2139,An Alternating Training Method of Attention-Based Adapters for Visual Explanation of Multi-Domain Satellite Images,H. Kim; K. Lee; C. Lee; S. Hwang; C. -H. Youn,2021.0,"Recently, satellite image analytics based on convolutional neural networks have been vigorously investigated; however, in order for the artificial intelligence systems to be applied in practice, there still exists several challenges: (a) model explanability to improve the reliability of the artificial intelligence system by providing the evidence for the prediction results; (b) dealing with domain shift among images captured by multiple satellites of which the specification of the image sensors is various. To resolve the two issues in the development of a deep model for satellite image analytics, in this paper we propose a multi-domain learning method based on attention-based adapters. As plug-ins to the backbone network, the adapter modules are designed to extract domain-specific features as well as improve visual attention for input images. In addition, we also discuss an alternating training strategy of the backbone network and the adapters in order to effectively separate domain-invariant features and -specific features, respectively. Finally, we utilize Grad-CAM/LIME to provide visual explanation on the proposed network architecture. The experimental results demonstrate that the proposed method can be used to improve test accuracy, and its enhancement in visual explanability is also validated.",10.1109/access.2021.3074640,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9410224,IEEE,IEEE Access,,,,,,,,IEEE,,,,,,,2169-3536,,9,,,,,,,,,,,,"School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; Agency for Defense Development, Daejeon, South Korea; School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea",28 Apr 2021,62332,62346,,"Defense Challengeable Future Technology Program of the Agency for Defense Development, South Korea; Electronics and Telecommunications Research Institute (ETRI) grant; Korean Government (Core Technology Research for Self-Improving Integrated Artificial Intelligence System)(grant numbers:20ZS1100); ",Deep network parametrization;multi-domain learning;satellite image analytics;visual explanation,Satellites;Visualization;Training;Feature extraction;Analytical models;Task analysis;Adaptation models,,3.0,,61.0,CCBY,21 Apr 2021,2021,,IEEE Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: artificial intelligence, neural network, neural networks, convolutional neural network, prediction. Performance/feedback: accuracy, analytics."
2141,Semantic Feature Mining for 3D Object Classification and Segmentation,W. Lu; D. Zhao; C. Premebida; W. -H. Chen; D. Tian,2021.0,"Deep learning on 3D point clouds has drawn much attention, due to its large variety of applications in intelligent perception for automated and robotic systems. Unlike structured 2D images, it is challenging to extract features and implement convolutional networks over these unordered points. Although a number of previous works achieved high accuracies for point cloud recognition, they tend to process local point information in such a way that semantic information is not fully encoded. In this paper, we propose a deep neural network for 3D point cloud processing that utilizes effective feature aggregation methods emphasizing both generalizability and relevance. In particular, our method uses fixed-radius grouping for pooling layers and spherical kernel convolution for semantics mining. To address the issue of gradient degradation and memory consumption of a deep network, a parallel feature feed-forward mechanism and bottleneck layers are implemented to reduce the number of parameters. Experiments show that our algorithm achieves state-of-the-art results and competitive accuracy in both classification and part segmentation while maintaining an efficient architecture.",10.1109/icra48506.2021.9561986,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9561986,IEEE,2021 IEEE International Conference on Robotics and Automation (ICRA),,,,,,,,IEEE,,,,,,,2577-087X,,,,,,,,,,,,,,"School of Engineering, University of Glasgow, Glasgow, UK; School of Engineering, University of Glasgow, Glasgow, UK; Institute of Systems and Robotics, University of Coimbra, Coimbra, Portugal; Department of Aeronautical and Automotive Engineering, Loughborough University, Loughborough, UK; School of Transportation Science and Engineering, Beihang University, Beijing, China",18 Oct 2021,13539,13545,978-1-7281-9077-8,Royal Society; National Natural Science Foundation of China; State Key Laboratory of Automotive Safety and Energy; ,,Deep learning;Three-dimensional displays;Convolution;Semantics;Memory management;Object detection;Feature extraction,,1.0,,43.0,IEEE,18 Oct 2021,30 May-5 June 2021,30 May-5 June 2021,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: deep learning, neural network, classification, recognition. Performance/feedback: accuracy."
2145,Net Promoter Sentiment Classifier Using OHPL-ALL,B. Vanderheyden; Y. Xie; M. Rachumallu,2019.0,"Net Promotor Score is an important business measurement process where customers are surveyed and asked to rate their likelihood of recommending the company's products and/or services. In many applications, customers are asked to respond on an 11-point ordinal scale of 0 to 10. In developing the score, the data are reformulated into a labelled 3 class scale (0-6: Detractor, 7-8: Passive and 9-10: Promoter). [1] Many companies that choose to use Net Promoter Score as a core management metric integrate the measurement into all phases of the company and seek every opportunity to assess company performance in terms of likelihood to promote the company. In addition to a variety of survey opportunities, the ability to score comments in survey, social media and blogs with promoter rating may provide an additional valuable source of business insight. Even on a three-point scale, Net Promoter is an ordinal classification problem. A number of successful algorithms, that develop ordinal classifiers have been developed. [2] None of the top performing classifiers can be used for applications like text classification or image classification, since they don't employ deep learning. Any appropriate strategy must utilize the ordering information of classes without imposing a strong continuous assumption or fixed spacing assumption on the ordinal classes. In this paper, we use a novel Deep Learning methodology called OHPLnet (Ordinal Hyperplane Loss Network) that is specifically designed for data with ordinal classes. [3] The algorithm is used to develop predictions of the eleven classes, that may be used in the standard Net Promoter Score generation process.",10.1109/bigdata47090.2019.9006404,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9006404,IEEE,2019 IEEE International Conference on Big Data (Big Data),,,,,,,,IEEE,,,,,,,,,,,,,,,,,,,,,"Kennesaw State University, Kennesaw, GA, USA; Dept. of Information Technology, Kennesaw State University, Kennesaw, GA, USA; Market Development & Insights IBM, Bangalore, KA, India",24 Feb 2020,2494,2502,978-1-7281-0858-2,,ordinal hyperplane loss;ordinal classification;deep learning;machine learning;Net Promotor Score;NPS,Companies;Classification algorithms;Machine learning;Measurement;Social network services;Benchmark testing,,2.0,,15.0,IEEE,24 Feb 2020,9-12 Dec. 2019,9-12 Dec. 2019,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: deep learning, classification, prediction. Performance/feedback: score, performance."
2146,An Environment for Gestural Interaction with 3D Virtual Musical Instruments as an Educational Tool,C. Garoufis; A. Zlatintsi; K. Kritsis; P. P. Filntisis; V. Katsouros; P. Maragos,2019.0,"This paper presents a finalized version of an environment intended for performance and gestural interaction with three-dimensional virtual musical instruments, developed as a part of a larger educational platform, the iMuSciCA workbench. The environment can employ either a Leap Motion or a Kinect sensor, and enables interaction with a variety of virtual musical instruments, namely virtual interpretations of a bichord, a xylophone, a drumming set, a guitar and an upright bass, by means of performing and recognizing hand gestures similar to the ones needed to play their physical counterparts. In order to showcase the usability of the platform in an educational context and measure its effectiveness, we designed a scenario, where the user tries to keep a steady rhythm while drumming. A usability study of the above scenario, involving 22 users, demonstrates that the audiovisual feedback can actually provide assistance to the user.",10.23919/eusipco.2019.8902604,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8902604,IEEE,2019 27th European Signal Processing Conference (EUSIPCO),,,,,,,,IEEE,,,,,,,2076-1465,,,,,,,,,,,,,,"School of Electr. & Comp. Enginr., National Technical University of Athens, Athens, Greece; School of Electr. & Comp. Enginr., National Technical University of Athens, Athens, Greece; Institute for Language and Speech Processing, Athena Research Center, Maroussi, Greece; School of Electr. & Comp. Enginr., National Technical University of Athens, Athens, Greece; Institute for Language and Speech Processing, Athena Research Center, Maroussi, Greece; School of Electr. & Comp. Enginr., National Technical University of Athens, Athens, Greece",18 Nov 2019,1,5,978-9-0827-9703-9,,virtual musical instruments;gesture recognition;gestural interaction;educational tool;HCI,Instruments;Music;Three-dimensional displays;Engines;Tools;Usability;Visualization,,2.0,,21.0,,18 Nov 2019,2-6 Sept. 2019,2-6 Sept. 2019,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante: há guitarra/violão e análise de performance, feedback ou avaliação, mas a técnica de IA não aparece claramente no título/resumo. Instrumento: guitar, chord. Performance/feedback: feedback, visual feedback, rhythm, feedback, performance."
2148,Subnetwork-Lossless Robust Watermarking for Hostile Theft Attacks in Deep Transfer Learning Models,J. Jia; Y. Wu; A. Li; S. Ma; Y. Liu,2022.0,"Recently, considerable progress has been made in providing solutions to prevent intellectual property (IP) theft for deep neural networks (DNNs) in ideal classification or recognition scenarios. However, little work has been dedicated to protecting the IP of DNN models in the context of transfer learning. Moreover, knowledge transfer is usually achieved through knowledge distillation or cross-domain distribution adaptation techniques, which will easily lead to the failure of the IP protection due to the high risk of the underlying DNN watermark being corrupted. To address this issue, we propose a subnetwork-lossless robust DNN watermarking (SRDW) framework, which can exploit out-of-distribution (OOD) guidance data augmentation to boost the robustness of watermarking. Specifically, we accurately seek the most rational modification structure (i.e., core subnetwork) using the module risk minimization, and then calculate the contrastive alignment error and the corresponding hash value as the reversible compensation information for the restoration of carrier network. Experimental results show that our scheme has superior robustness against various hostile attacks, such as fine-tuning, pruning, cross-domain matching, and overwriting. In the absence of malicious jamming attacks, the core subnetwork can be recovered without any loss. Besides that, we investigate how embedding watermarks in batch normalization (BN) layers affect the generalization performance of the deep transfer learning models, which reveals that reducing the embedding modifications in BN layers can further promote the robustness to resist hostile attacks.",10.1109/tdsc.2022.3194704,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9844282,IEEE,IEEE Transactions on Dependable and Secure Computing,,,,,,,,IEEE,,,,,,,1941-0018,,PP,99,,,,,,,,,,,"School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Engineering and Information Technology, University of New South Wales, Canberra, Australia; Zhejiang Sci-Tech University, China",,1,16,,,DNN watermarking;deep transfer learning models;IP protection;OOD guidance;reversibility and robustness,Watermarking;Transfer learning;Robustness;Computational modeling;Data models;IP networks;Knowledge transfer,,10.0,,,IEEE,28 Jul 2022,,,IEEE Early Access Articles,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: neural network, neural networks, classification, recognition. Performance/feedback: technique, performance."
2149,"Predicting the Preference for Sad Music: The Role of Gender, Personality, and Audio Features",L. Xu; Y. Zheng; D. Xu; L. Xu,2021.0,"The “tragedy paradox” of music, avoiding experiencing negative emotions but enjoying the sadness portrayed in music, has attracted a great deal of academic attention in recent decades. Combining experimental psychology research methods and machine learning techniques, this study (a) investigated the effects of gender and Big Five personality factors on the preference for sad music in the Chinese social environment and (b) constructed sad music preference prediction models using audio features and individual features as inputs. Statistical analysis found that males have a greater preference for sad music than females do, and that gender and the extraversion factor are involved in significant two-way interactions. The best-performing random forest regression shows a low predictive effect on the preference for sad music ( $R^{2} =0.138$ ), providing references for music recommendation systems. Finally, the importance-based model interpretation feature reveals that, in addition to the same music inputs (audio features), the perceived relaxation and happiness of music play an important role in the prediction of sad music preferences.",10.1109/access.2021.3090940,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9461191,IEEE,IEEE Access,,,,,,,,IEEE,,,,,,,2169-3536,,9,,,,,,,,,,,,"College of Information Engineering, Zhejiang A&F University, Hangzhou, China; School of Architecture and Urban Planning, Research Institute for Smart Cities, Shenzhen University, Shenzhen, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; Department of Psychology and Behavioral Sciences, Zhejiang University, Hangzhou, China",2 Jul 2021,92952,92963,,Research and Development Foundation of Zhejiang A&F University(grant numbers:2020FR064); Open Research Fund of Zhejiang Provincial Key Laboratory of Resources and Environmental Information System(grant numbers:2020330101004109); Ministry of Education of Humanities and Social Science Project(grant numbers:20YJC630173); National Natural Science Foundation of China(grant numbers:72001190); ,Sad music;music preference;individual difference;music recommendation;audio signal processing;music emotion perception,Music;Psychology;Multiple signal classification;Emotion recognition;Recommender systems;Predictive models;Rocks,,26.0,,104.0,CCBY,21 Jun 2021,2021,,IEEE Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,talvez,,"Possivelmente relevante como estudo geral de IA em educação musical, mas sem evidência direta de guitarra elétrica ou violão. Educação musical: learning. IA: machine learning, prediction. Performance/feedback: technique."
